idx,true,pred,parsed_ok,raw
293,0,0,1,"A
"
294,1,1,1,"B
"
295,1,1,1,"B
"
296,1,1,1,"B
"
297,0,0,1,"A
"
298,1,1,1,"B
"
299,1,1,1,"B
"
300,1,1,1,"B
"
301,1,1,1,"B
"
302,1,1,1,"B
"
303,1,0,1,"A
"
304,1,1,1,"B
"
305,1,1,1,"B
"
306,1,1,1,"B
"
307,0,0,1,"A
"
308,1,1,1,"B
"
309,0,0,1,"A
"
310,0,0,1,"A
"
311,1,1,1,"B
"
312,0,0,1,"A
"
313,0,0,1,"A
"
314,1,1,1,"B
"
315,1,1,1,"B
"
316,1,1,1,"B
"
317,0,0,1,"A
"
318,1,1,1,"B
"
319,0,0,1,"A
"
320,1,0,1,"A
"
321,1,1,1,"B
"
322,1,1,1,"B
"
323,0,0,1,"A
"
324,1,1,1,"B
"
325,1,0,1,"A
"
326,1,1,1,"B
"
327,1,1,1,"B
"
328,1,1,1,"B
"
329,1,1,1,"B
"
330,0,0,1,"A
"
331,1,1,1,"B
"
332,0,0,1,"A
"
333,1,1,1,"B
"
334,1,1,1,"B
"
335,1,1,1,"B
"
336,1,1,1,"B
"
337,1,1,1,"B
"
338,0,0,1,"A
"
339,0,1,1,"B
"
340,1,1,1,"B
"
341,1,1,1,"B
"
342,1,1,1,"B
"
343,1,1,1,"B
"
344,1,0,1,"A
"
345,0,0,1,"A
"
346,1,1,1,"B
"
347,1,1,1,"B
"
348,1,1,1,"B
"
349,0,0,1,"A
"
350,0,0,1,"A
"
351,1,1,1,"B
"
352,1,1,1,"B
"
353,0,0,1,"A
"
354,0,0,1,"A
"
355,1,1,1,"B
"
356,0,0,1,"A
"
357,0,0,1,"A
"
358,1,1,1,"B
"
359,1,0,1,"A
"
360,1,1,1,"B
"
361,1,1,1,"B
"
362,1,1,1,"B
"
363,1,1,1,"B
"
364,1,1,1,"B
"
365,0,0,1,"A
"
366,1,1,1,"B
"
367,0,0,1,"A
"
368,0,0,1,"A
"
369,1,1,1,"B
"
370,0,0,1,"A
"
371,1,1,1,"B
"
372,0,0,1,"A
"
373,1,1,1,"B
"
374,1,0,1,"A
"
375,0,0,1,"A
"
376,0,0,1,"A
"
377,0,0,1,"A
"
378,0,0,1,"A
"
379,1,1,1,"B
"
380,0,0,1,"A
"
381,1,0,1,"A
"
382,0,0,1,"A
"
383,1,1,1,"B
"
384,0,0,1,"A
"
385,0,0,1,"A
"
386,0,0,1,"A
"
387,1,1,1,"B
"
388,1,1,1,"B
"
389,1,1,1,"B
"
390,0,0,1,"A
"
391,0,0,1,"A
"
392,0,0,1,"A
"
393,1,1,1,"B
"
394,0,1,1,"B
"
395,1,1,1,"B
"
396,0,0,1,"A
"
397,1,1,1,"B
"
398,0,0,1,"A
"
399,1,1,1,"B
"
400,1,0,1,"A
"
401,1,1,1,"B
"
402,1,1,1,"B
"
403,1,1,1,"B
"
404,1,1,1,"B
"
405,1,1,1,"B
"
406,1,1,1,"B
"
407,1,1,1,"B
"
408,0,0,1,"A
"
409,1,1,1,"B
"
410,0,0,1,"A
"
411,0,0,1,"A
"
412,0,0,1,"A
"
413,1,0,1,"A
"
414,0,0,1,"A
"
415,1,0,1,"A
"
416,1,1,1,"B
"
417,1,1,1,"B
"
418,1,1,1,"B
"
419,1,1,1,"B
"
420,1,1,1,"B
"
421,1,1,1,"B
"
422,1,1,1,"B
"
423,0,0,1,"A
"
424,1,1,1,"B
"
425,1,1,1,"B
"
426,1,1,1,"B
"
427,1,1,1,"B
"
428,0,0,1,"A
"
429,0,1,1,"B
"
430,0,0,1,"A
"
431,1,1,1,"B
"
432,1,1,1,"B
"
433,0,0,1,"A
"
434,1,1,1,"B
"
435,1,1,1,"B
"
436,1,1,1,"B
"
437,1,0,1,"A
"
438,1,1,1,"B
"
439,1,1,1,"B
"
440,1,1,1,"B
"
441,0,0,1,"A
"
442,1,1,1,"B
"
443,1,1,1,"B
"
444,0,0,1,"A
"
445,1,1,1,"B
"
446,0,0,1,"A
"
447,1,1,1,"B
"
448,0,0,1,"A
"
449,1,1,1,"B
"
450,0,0,1,"A
"
451,1,1,1,"B
"
452,1,1,1,"B
"
453,1,1,1,"B
"
454,1,1,1,"B
"
455,1,0,1,"A
"
456,0,1,1,"B
"
457,0,0,1,"A
"
458,1,1,1,"B
"
459,1,1,1,"B
"
460,0,0,1,"A
"
461,1,0,1,"A
"
462,1,1,1,"B
"
463,0,0,1,"A
"
464,1,0,1,"A
"
465,1,1,1,"B
"
466,1,1,1,"B
"
467,1,0,1,"A
"
468,1,1,1,"B
"
469,0,0,1,"A
"
470,0,0,1,"A
"
471,0,0,1,"A
"
472,0,0,1,"A
"
473,0,0,1,"A
"
474,1,1,1,"B
"
475,0,0,1,"A
"
476,0,0,1,"A
"
477,1,1,1,"B
"
478,1,1,1,"B
"
479,1,1,1,"B
"
480,1,1,1,"B
"
481,0,0,1,"A
"
482,0,0,1,"A
"
483,0,0,1,"A
"
484,0,0,1,"A
"
485,0,0,1,"A
"
486,1,1,1,"B
"
487,0,0,1,"A
"
488,1,1,1,"B
"
489,1,1,1,"B
"
490,1,0,1,"A
"
491,1,1,1,"B
"
492,0,0,1,"A
"
493,1,1,1,"B
"
494,1,1,1,"B
"
495,1,0,1,"A
"
496,0,0,1,"A
"
497,1,1,1,"B
"
498,1,0,1,"A
"
499,1,1,1,"B
"
500,1,1,1,"B
"
501,0,0,1,"A
"
502,0,0,1,"A
"
503,1,1,1,"B
"
504,1,1,1,"B
"
505,0,0,1,"A
"
506,1,1,1,"B
"
507,1,1,1,"B
"
508,0,0,1,"A
"
509,1,1,1,"B
"
510,0,1,1,"B
"
511,0,0,1,"A
"
512,1,1,1,"B
"
513,1,1,1,"B
"
514,0,0,1,"A
"
515,0,0,1,"A
"
516,1,1,1,"B
"
517,1,0,1,"A
"
518,1,1,1,"B
"
519,0,0,1,"A
"
520,1,1,1,"B
"
521,0,0,1,"A
"
522,1,1,1,"B
"
523,0,0,1,"A
"
524,1,1,1,"B
"
525,1,1,1,"B
"
526,1,1,1,"B
"
527,0,0,1,"A
"
528,1,1,1,"B
"
529,0,0,1,"A
"
530,1,1,1,"B
"
531,0,0,1,"A
"
532,1,1,1,"B
"
533,1,0,1,"A
"
534,1,0,1,"A
"
535,0,0,1,"A
"
536,1,1,1,"B
"
537,1,1,1,"B
"
538,1,1,1,"B
"
539,1,1,1,"B
"
540,0,0,1,"A
"
541,0,0,1,"A
"
542,0,0,1,"A
"
543,1,1,1,"B
"
544,1,1,1,"B
"
545,1,1,1,"B
"
546,1,1,1,"B
"
547,1,1,1,"B
"
548,0,0,1,"A
"
549,1,1,1,"B
"
550,1,1,1,"B
"
551,1,1,1,"B
"
552,0,0,1,"A
"
553,0,0,1,"A
"
554,1,1,1,"B
"
555,1,1,1,"B
"
556,0,0,1,"A
"
557,1,1,1,"B
"
558,0,0,1,"A
"
559,1,1,1,"B
"
560,0,0,1,"A
"
561,1,1,1,"B
"
562,1,0,1,"A
"
563,1,1,1,"B
"
564,1,1,1,"B
"
565,0,0,1,"A
"
566,1,0,1,"A
"
567,1,1,1,"B
"
568,1,1,1,"B
"
569,1,1,1,"B
"
570,0,0,1,"A
"
571,1,0,1,"A
"
572,0,0,1,"A
"
573,1,1,1,"B
"
574,1,1,1,"B
"
575,0,0,1,"A
"
576,1,0,1,"A
"
577,0,0,1,"A
"
578,0,0,1,"A
"
579,1,1,1,"B
"
580,1,1,1,"B
"
581,1,1,1,"B
"
582,1,1,1,"B
"
583,1,1,1,"B
"
584,0,0,1,"A
"
585,1,1,1,"B
"
586,1,1,1,"B
"
587,1,1,1,"B
"
588,0,0,1,"A
"
589,1,0,1,"A
"
590,1,1,1,"B
"
591,1,1,1,"B
"
592,1,0,1,"A
"
593,0,0,1,"A
"
594,1,1,1,"B
"
595,0,0,1,"A
"
596,1,1,1,"B
"
597,1,1,1,"B
"
598,1,0,1,"A
"
599,1,0,1,"A
"
600,1,0,1,"A
"
601,1,1,1,"B
"
602,0,0,1,"A
"
603,1,1,1,"B
"
604,1,0,1,"A
"
605,1,0,1,"A
"
606,0,0,1,"A
"
607,0,1,1,"B
"
608,1,0,1,"A
"
609,1,1,1,"B
"
610,1,1,1,"B
"
611,0,0,1,"A
"
612,1,1,1,"B
"
613,1,1,1,"B
"
614,0,0,1,"A
"
615,1,0,1,"A
"
616,1,1,1,"B
"
617,1,1,1,"B
"
618,1,1,1,"B
"
619,0,0,1,"A
"
620,0,0,1,"A
"
621,0,0,1,"A
"
622,0,0,1,"A
"
623,0,0,1,"A
"
